id,sector,x,y
1086,Chemicals_and_plastics,1735,2567
1085,Chemicals_and_plastics,1307,2174
1084,Chemicals_and_plastics,2095,2588
1082,Chemicals_and_plastics,1120,2259
1081,Chemicals_and_plastics,1148,2004
1080,Chemicals_and_plastics,1732,2048
1079,Chemicals_and_plastics,1821,2594
1078,Chemicals_and_plastics,1365,2333
1076,Chemicals_and_plastics,1053,2166
1072,Chemicals_and_plastics,1111,2197
1071,Chemicals_and_plastics,1664,2600
1070,Chemicals_and_plastics,1194,2065
1066,Chemicals_and_plastics,1216,2166
1065,Chemicals_and_plastics,1186,2118
1064,Chemicals_and_plastics,1231,2126
1060,Chemicals_and_plastics,2292,2661
1057,Chemicals_and_plastics,2119,2720
1056,Chemicals_and_plastics,2052,2540
1055,Chemicals_and_plastics,1207,2774
1054,Chemicals_and_plastics,1343,2275
1053,Chemicals_and_plastics,1356,2360
1051,Chemicals_and_plastics,2072,2699
1049,Chemicals_and_plastics,2139,1989
1048,Chemicals_and_plastics,2077,2487
1047,Chemicals_and_plastics,1372,1944
1046,Chemicals_and_plastics,1330,2169
1045,Chemicals_and_plastics,2166,2401
1044,Chemicals_and_plastics,2452,2387
1043,Chemicals_and_plastics,2003,2508
1042,Chemicals_and_plastics,2078,2190
1041,Chemicals_and_plastics,2060,2465
1040,Chemicals_and_plastics,1660,2783
1039,Chemicals_and_plastics,1661,2834
1038,Chemicals_and_plastics,1393,2041
1037,Chemicals_and_plastics,2386,2610
1036,Chemicals_and_plastics,1328,2104
1035,Chemicals_and_plastics,2028,2466
1033,Chemicals_and_plastics,1991,2571
1030,Chemicals_and_plastics,2127,2502
1029,Chemicals_and_plastics,2087,2535
1028,Chemicals_and_plastics,1273,1995
1027,Chemicals_and_plastics,1482,2183
1025,Chemicals_and_plastics,1134,2146
1021,Chemicals_and_plastics,2247,2597
1020,Chemicals_and_plastics,1566,1962
1019,Chemicals_and_plastics,1095,2142
1018,Chemicals_and_plastics,2326,2013
1016,Chemicals_and_plastics,1352,2223
1015,Chemicals_and_plastics,1769,2122
1014,Chemicals_and_plastics,1944,2491
1013,Chemicals_and_plastics,2005,2476
1012,Chemicals_and_plastics,1318,2232
1011,Chemicals_and_plastics,1397,1952
1009,Chemicals_and_plastics,1278,2263
1007,Chemicals_and_plastics,1554,2808
1005,Chemicals_and_plastics,1317,2039
1004,Chemicals_and_plastics,1296,2110
1003,Chemicals_and_plastics,1200,1989
1002,Chemicals_and_plastics,1107,2028
1001,Chemicals_and_plastics,1227,1940
1000,Chemicals_and_plastics,1228,2018
999,Chemicals_and_plastics,1149,2045
998,Chemicals_and_plastics,1255,2045
997,Chemicals_and_plastics,1483,2146
994,Chemicals_and_plastics,1440,2029
993,Chemicals_and_plastics,1245,1957
992,Chemicals_and_plastics,1152,1915
991,Chemicals_and_plastics,1477,2370
990,Chemicals_and_plastics,1204,1828
989,Chemicals_and_plastics,1201,1953
988,Chemicals_and_plastics,1240,1987
986,Chemicals_and_plastics,1229,2268
985,Chemicals_and_plastics,1141,2098
984,Chemicals_and_plastics,1195,2236
983,Chemicals_and_plastics,1369,2282
982,Chemicals_and_plastics,1249,2147
980,Chemicals_and_plastics,1262,2014
978,Chemicals_and_plastics,1175,2081
977,Chemicals_and_plastics,1318,1954
975,Chemicals_and_plastics,1252,2102
974,Chemicals_and_plastics,1178,2014
973,Chemicals_and_plastics,2396,1980
972,Chemicals_and_plastics,1909,2720
971,Chemicals_and_plastics,1219,2048
970,Chemicals_and_plastics,1417,2018
969,Chemicals_and_plastics,2487,1934
966,Chemicals_and_plastics,1579,2134
961,Chemicals_and_plastics,1141,2307
960,Chemicals_and_plastics,1814,2720
958,Chemicals_and_plastics,1783,2060
953,Chemicals_and_plastics,1138,1952
952,Chemicals_and_plastics,2197,1825
951,Chemicals_and_plastics,1975,2816
950,Chemicals_and_plastics,1896,2763
944,Chemicals_and_plastics,1165,1990
943,Chemicals_and_plastics,1467,2676
942,Chemicals_and_plastics,1797,2008
939,Chemicals_and_plastics,1016,2022
938,Chemicals_and_plastics,1585,2891
935,Chemicals_and_plastics,1708,2720
932,Chemicals_and_plastics,1840,2160
931,Chemicals_and_plastics,2361,1998
928,Chemicals_and_plastics,1552,2703
926,Chemicals_and_plastics,2185,1746
924,Chemicals_and_plastics,2216,1899
921,Chemicals_and_plastics,1760,2032
920,Chemicals_and_plastics,1550,2119
