distance,export_rca,export_value,import_value,location_id,id,year
0.6649,7.1088,256210080,5833018,239,1344,2012
0.741,7.0838,4565712,32402,239,1159,2000
0.6723,7.081,53611880,284373,239,1356,2005
0.7438,7.0804,4236949,0,239,890,1999
0.8397,7.0736,11261676,874880,239,751,1997
0.6654,7.0564,6410202,134189,239,1360,2008
0.7345,7.024,10654692,1659902,239,1132,2003
0.6454,7.0237,148381984,44945736,239,1607,2013
0.7572,7.0234,437181,543236,239,1231,2004
0.7759,7.0219,4456604,48795,239,871,2004
0.7071,7.006,105330832,29751372,239,1285,2006
0.7573,7.0001,365201,687781,239,812,1999
0.6774,6.9874,7555523,28836,239,890,2003
0.6687,6.983,50070192,746386,239,1335,1997
0.7707,6.9796,751552,42858,239,1867,1995
0.6919,6.9763,119692856,1750641,239,1357,2005
0.6872,6.9757,66416904,2369071,239,681,2011
0.6803,6.9744,3187061504,179925216,239,1376,2015
0.6817,6.9516,328535520,1306145,239,1332,2016
0.63,6.94,182723184,38402744,239,1337,2010
0.6265,6.9377,94435608,2116417,239,1333,2004
0.6606,6.9346,15851961,1299625,239,1183,2007
0.6911,6.9344,250953024,828055,239,1331,2016
0.7406,6.9266,20940064,3316542,239,1370,2000
0.691,6.9176,36888184,7975184,239,1132,2008
0.6518,6.9156,260855232,17121848,239,1369,2013
0.7703,6.9141,7213138,33790,239,871,2006
0.7141,6.9119,3636701,6730552,239,690,2008
0.7165,6.9034,47872924,1068768,239,811,2001
0.6854,6.8947,118380160,3507639,239,727,2007
0.7478,6.8917,8286222,11994097,239,1318,2006
0.6598,6.8862,210672592,8281799,239,1344,2011
0.7339,6.8792,24058750,508862,239,1379,2000
0.7157,6.8663,9433658,200212,239,708,2003
0.7319,6.8583,17177094,540808,239,1375,2005
0.7258,6.8558,67176312,9895298,239,1443,2009
0.7092,6.8547,1449862784,142152640,239,1349,2015
0.7609,6.8454,8706804,84221,239,871,2007
0.679,6.8358,547683968,3389887,239,1350,2003
0.7744,6.835,141705232,126373296,239,1155,2015
0.6546,6.8305,355004480,2754172,239,1336,2014
0.6699,6.8263,16977780,242861,239,1343,2007
0.704,6.8226,8268644,107140,239,861,2005
0.6696,6.8193,3318037248,150404224,239,1376,2016
0.6476,6.8152,209977824,13147434,239,1369,2012
0.7214,6.8148,179251712,4279174,239,669,2003
0.7589,6.8127,51870064,1012090,239,1158,2003
0.6379,6.8091,275676000,2282723,239,1336,2012
0.7374,6.8077,36413544,3111684,239,681,2008
0.7422,6.7973,7536932,368837,239,1177,1996
0.7163,6.7948,953484,2524,239,1228,1999
0.6604,6.7894,27274802,7237337,239,1176,2010
0.8041,6.7862,330667,595,239,1391,1995
0.7519,6.7811,4820845,1243085,239,1075,2009
0.7038,6.781,36104312,30143,239,1395,2012
0.6567,6.7798,495619424,8488998,239,1358,2012
0.7204,6.7791,14472563,175386,239,724,2002
0.8163,6.767,57097,0,239,683,1995
0.7254,6.7653,26302076,23669560,239,1589,2015
0.7055,6.7612,21419772,1012857,239,1177,2000
0.6253,6.7606,232606496,7248452,239,1336,2011
0.692,6.7533,963335488,2874099,239,1350,2007
0.7176,6.7527,180901920,290124000,239,1670,2011
0.7438,6.7469,37796656,107687,239,1158,2001
0.8061,6.7451,1610767,30494,239,820,1996
0.7495,6.7446,16011349,3299649,239,655,2006
0.716,6.7405,833498368,5006518,239,1357,2015
0.6889,6.7291,5372690,1020092,239,1867,2012
0.6759,6.7266,111249576,2863436,239,1344,2007
0.7483,6.7065,888876,0,239,1228,1998
0.7028,6.7028,147900608,1391258,239,669,2002
0.7478,6.7024,5752902,239265,239,655,1999
0.6587,6.6912,521069568,91093792,239,1334,2008
0.7573,6.6818,1274300672,34719624,239,1855,2005
0.69,6.6767,3032570,5225715,239,690,2007
0.7798,6.6764,18148160,3423501,239,1148,2005
0.693,6.6758,63173152,26663772,239,1285,2002
0.707,6.6751,21667808,3159730,239,1370,2001
0.7205,6.6664,2760371968,156713888,239,1855,2011
0.721,6.6649,9016472,1371475,239,1132,2002
0.6924,6.6641,13728778,231124,239,1343,2006
0.7509,6.6622,4421627,203523,239,655,1998
0.7444,6.6561,7055690,439721,239,1161,2008
0.8024,6.6524,1851526,28772,239,820,1997
0.694,6.6516,830848000,2948209,239,1350,2006
0.8406,6.6481,1075480,3989,239,1390,1996
0.704,6.6289,131694936,43703896,239,1285,2008
0.7754,6.6279,185250688,1314864,239,1049,2014
0.6756,6.6217,76774624,913844,239,1356,2008
0.6586,6.6212,21815566,428526,239,1177,2001
0.6428,6.6136,93659328,5496626,239,1422,2011
0.7585,6.609,42317180,268586,239,1772,2000
0.7768,6.5906,2752415,163326,239,871,2001
0.7425,6.5893,31866160,731202,239,1357,1998
0.663,6.5841,157705456,2157067,239,1358,2004
0.6856,6.5736,3321933,4064089,239,690,2009
0.7716,6.5652,15103957,59872,239,894,2002
0.7524,6.5647,16202939,96836,239,681,2005
0.7838,6.5581,177295904,811476,239,1377,1995
0.714,6.5578,876029312,5823863,239,1357,2016
0.7229,6.5532,3122566,753637,239,1579,2002
0.7159,6.546,92637456,123346048,239,1670,2009
0.8311,6.5357,18663408,2428735,239,1856,1995
0.6757,6.5288,67750776,604062,239,1356,2007
0.7929,6.5283,289300256,43119216,239,751,2015
0.6785,6.526,182818640,3373653,239,1358,2005
0.6938,6.5225,352427776,100443568,239,1285,2014
0.663,6.521,481311232,483015616,239,672,2012
0.726,6.5202,986024,5010,239,1228,2002
0.6801,6.5128,1307451776,4768539,239,1351,2007
0.6346,6.5094,1548902272,101152160,239,1340,2010
0.707,6.5091,4418707,73830,239,1159,2001
0.6367,6.5068,1607276928,12315189,239,1350,2011
0.6562,6.5011,562598272,12093490,239,1358,2013
0.6908,6.5009,34016972,5388619,239,1247,2015
0.6414,6.499,289191744,2106914,239,1334,2006
0.7104,6.4972,43709032,36630,239,1395,2013
0.6438,6.4897,97215160,1322846,239,1333,2005
0.6959,6.4872,93145248,20316154,239,776,2013
0.7933,6.4801,10659155,1093174,239,1572,2003
0.6683,6.4753,131870928,4545944,239,1342,2010
0.7639,6.4626,3191287,56634,239,1176,1995
0.7216,6.457,61139336,2342145,239,1359,1999
0.6542,6.4495,1339284480,10172850,239,1340,2008
0.7149,6.445,76455984,725700,239,1367,2006
0.7659,6.4301,20717528,1358707,239,1148,2006
0.7857,6.4206,10742025,283211,239,894,1999
0.6425,6.4196,643184192,6698899,239,1352,2012
0.7031,6.4188,88093824,22475436,239,776,2012
0.7364,6.4187,18877620,145057,239,681,2006
0.7049,6.4177,58902264,21911648,239,776,2011
0.6412,6.4135,45674916,660779,239,1354,2008
0.6298,6.407,162945840,80905056,239,1607,2014
0.8268,6.4034,320715,0,239,891,1996
0.6385,6.4018,97910816,436307,239,1336,2004
0.6744,6.3977,130275080,1616203,239,1358,2003
0.6443,6.3976,194570176,7158069,239,1385,2012
0.7029,6.3867,48148536,1179088,239,681,2010
0.6347,6.3794,1673000,361654,239,1589,2000
0.8121,6.3767,25047884,72911,239,1158,1998
0.7187,6.3763,54399936,2647683,239,922,2011
0.6648,6.3741,62910072,9666193,239,1132,2012
0.6834,6.3632,1470455936,7702922,239,1351,2008
0.7608,6.3607,56608632,248293,239,871,2015
0.6821,6.3468,1136372,536138,239,1867,2001
0.7498,6.3369,843351,1397161,239,1157,2001
0.7427,6.3357,11910467,23113070,239,1318,2008
0.6728,6.3314,685046016,8899261,239,1358,2014
0.6744,6.3238,237827968,76422672,239,1250,2009
0.7529,6.3213,2359423,1078154,239,688,1999
0.7268,6.3189,1269120,127466,239,1228,2001
0.6899,6.3172,321638432,361672544,239,1380,2012
0.6781,6.3119,1116356992,3046920,239,1350,2008
0.7543,6.3053,74705328,351751,239,669,1999
0.6567,6.2899,49527916,1082480,239,1335,1998
0.7624,6.2858,72192840,38876736,239,1426,2013
0.7131,6.2836,7785382,1135474,239,749,2008
0.7292,6.2808,722903232,159756928,239,721,2014
0.7555,6.2788,25024524,656413,239,1148,2007
0.6521,6.2753,1194616448,6835938,239,1350,2010
0.7315,6.2664,37571332,293851,239,872,2011
0.7118,6.263,4291321,358780,239,682,2004
0.6912,6.2526,23673832,5616610,239,1589,2016
0.6479,6.2483,585755456,167771744,239,1334,2009
0.6921,6.2435,57778216,2331193,239,727,2003
0.6741,6.2413,145218608,4031625,239,727,2008
0.7292,6.2391,37082076,2178033,239,670,2000
0.7049,6.2287,358606560,24337380,239,1688,2015
0.7112,6.2284,11833264,247912,239,861,2007
0.7016,6.2268,20008002,415833,239,1343,2008
0.706,6.2174,76919688,30704960,239,1285,2004
0.7257,6.2141,13687865,22969646,239,1563,2010
0.6984,6.2036,39195424,7917278,239,1286,2009
0.7163,6.1995,128202688,1068953,239,681,2014
0.7918,6.1982,793648,38263,239,1383,2000
0.7984,6.1966,23645288,90029,239,1158,1997
0.7615,6.1953,226823008,60621412,239,751,2014
0.6749,6.1928,204550080,2705257,239,1358,2006
0.8176,6.183,5251158,340670,239,1423,1995
0.6232,6.1772,26659730,520320,239,1354,2003
0.7872,6.1727,34987468,298421,239,1158,2000
0.7185,6.1722,67998992,10877973,239,1423,2012
0.6904,6.1705,55269084,1062815,239,1343,2014
0.6654,6.1619,106488784,1374901,239,1354,2015
0.6934,6.1517,22572450,729784,239,1607,2002
0.8508,6.1464,5588911,185490,239,747,1996
0.6892,6.1412,211331952,319487712,239,1380,2010
0.6765,6.1324,88460384,1355920,239,1344,2006
0.7468,6.1298,8347162,109045,239,1176,2000
0.8351,6.1285,22132224,3399221,239,1856,1996
0.6416,6.1272,20582576,146927,239,1354,2001
0.7353,6.1256,111703704,18103100,239,958,2014
0.6922,6.1251,163933152,7014874,239,727,2009
0.7373,6.1203,9519396,1111003,239,655,2003
0.7363,6.1133,2207752,9208,239,1343,1998
0.7064,6.1041,8559527,1859338,239,1251,2001
0.6892,6.1008,136265360,20006520,239,1211,2010
0.678,6.1002,37427012,2167139,239,1590,2010
0.6348,6.0959,85531408,1332225,239,1354,2014
0.6032,6.0941,1002974336,145611728,239,1120,2015
0.6459,6.0932,37282992,834425,239,1262,2015
0.7213,6.0909,50851480,1159436,239,811,2002
0.7262,6.09,25852088,1611928,239,1607,2003
0.6503,6.0837,1531744128,12757532,239,1351,2010
0.7258,6.0819,3224574976,143878192,239,1855,2012
0.7191,6.0793,5670590,22776,239,1332,1998
0.6135,6.0793,56844760,490429,239,1354,2011
0.806,6.079,6119000,4203,239,817,1996
0.6462,6.0769,1361436288,56070656,239,1340,2009
0.7049,6.0729,4609965,7019,239,1159,2002
0.676,6.071,215698160,4646139,239,1358,2007
0.7062,6.0669,8553812,242556,239,861,2006
0.7565,6.0652,15825175,43359,239,1342,1996
0.6803,6.0638,270879808,347669568,239,1380,2011
0.7183,6.0632,122221248,90844936,239,1300,2015
0.6856,6.0562,394724480,21962348,239,1688,2016
0.7205,6.0501,12563319,5944170,239,1139,2010
0.682,6.0489,197376528,46564176,239,1607,2016
0.6494,6.0351,707941760,5974550,239,1352,2013
0.713,6.0324,81326176,30515008,239,1285,2005
0.6526,6.0209,180879008,16673626,239,1688,2012
0.6497,6.0185,41375808,607739,239,1355,2003
0.7235,6.0125,23376188,2726354,239,754,2005
0.7716,6.0122,14591663,3864271,239,1037,1998
0.7202,6.0109,451153824,77644240,239,721,2012
0.6803,5.9921,193137040,62263912,239,1607,2015
0.7358,5.9883,2263133,409742,239,1372,2007
0.7505,5.9882,16184899,1547064,239,1573,1997
0.8048,5.9845,4596402,6824323,239,687,1996
0.7357,5.9831,3098145,32239,239,861,2000
0.6476,5.9823,85648512,456235,239,1336,2003
0.7287,5.9784,31574176,110250,239,871,2013
0.7613,5.9778,13119985,1077581,239,1884,2008
0.8109,5.9739,10659275,841715,239,679,1997
0.8031,5.9716,2512416,22124,239,1139,1996
0.7845,5.9568,18415852,1346478,239,1772,1998
0.6844,5.9547,2882830,2309788,239,1867,2007
0.6484,5.954,395869568,25909940,239,1334,2007
0.6765,5.9521,54035272,218749,239,1356,2006
0.7145,5.9485,3328562,907434,239,1579,2003
0.7574,5.9358,766427,301281,239,690,1997
0.7203,5.9315,57993548,0,239,1783,2012
0.65,5.928,857030464,11143439,239,1352,2014
0.6932,5.9214,72909496,5665075,239,1368,2007
0.719,5.9102,40634912,181541,239,871,2014
0.7124,5.9087,1401373952,15784819,239,1349,2016
0.6485,5.8981,57548192,35204008,239,1120,1996
0.7213,5.8871,67779432,1103156,239,1343,2015
0.7628,5.887,11666128,4925367,239,922,2009
0.6959,5.8868,113864280,12569132,239,1429,2012
0.7182,5.8852,79057656,3194157,239,1359,2000
0.6928,5.8829,1620071040,2143405696,239,671,2015
0.8228,5.8825,7843691,295051,239,827,1996
0.6462,5.8753,980251776,10303772,239,1340,2007
0.7232,5.874,11590661,2520479,239,1369,1998
0.8554,5.8727,1562705,211847,239,1884,1997
0.7254,5.8696,45222616,2067759,239,1359,1998
0.6889,5.8682,35710304,70388968,239,1143,2011
0.7438,5.8666,12914336,24190708,239,1318,2009
0.6193,5.8646,22483860,345390,239,1354,2002
0.6709,5.8638,43588448,660411,239,1343,2013
0.6977,5.8628,105513576,2104504,239,1367,2009
0.6329,5.8578,1744676992,167127200,239,1340,2011
0.7727,5.8567,36224700,1424235,239,811,2000
0.6573,5.8498,103458880,352210,239,1336,2005
0.6713,5.848,188986080,7223283,239,727,2010
0.6608,5.848,1031145472,5653213,239,1350,2009
0.7057,5.8479,9496441,452772,239,1177,1998
0.7551,5.8472,904420224,296521696,239,721,2015
0.7883,5.8351,3243052,143461,239,871,2003
0.6542,5.8325,1697305728,12021695,239,1350,2012
0.6565,5.8323,292328544,25734864,239,1369,2014
0.6714,5.8218,330974016,6776793,239,1344,2014
0.6708,5.8174,15819975,7905702,239,763,2001
0.6555,5.8148,131257280,563142,239,1336,2006
0.673,5.8112,1364215424,7652115,239,1351,2009
0.6898,5.8099,353384480,3003903,239,1336,2015
0.8246,5.8046,2630979,1574008,239,1450,2008
0.6787,5.7976,474847232,131259488,239,1337,2015
0.7338,5.7935,57871160,1849479,239,1366,1997
0.7624,5.7895,2554259,35314,239,1139,1999
0.7668,5.7891,5591233,4029249,239,1427,2003
0.7657,5.7848,8675879,8663492,239,687,2001
0.6916,5.7802,101318168,2524496,239,1379,2007
0.6667,5.779,28458552,2631201,239,1176,2011
0.7001,5.7761,68784832,300791,239,1357,2003
0.6692,5.7719,6547369,378107,239,1343,2003
0.7595,5.7627,3198125,13866,239,682,2000
0.6924,5.7447,80594168,4436995,239,1359,2001
0.7676,5.7351,58004204,599328,239,669,1998
0.7154,5.73,166307,20689,239,770,2006
0.7317,5.7297,87945624,9001170,239,1772,2006
0.713,5.7262,3996137,1014987,239,767,2001
0.7691,5.7252,43938624,806838,239,1366,1996
0.6883,5.7168,125624288,1713918,239,894,2013
0.7149,5.7157,2411383040,55699176,239,1456,2011
0.6454,5.7091,1780195072,13843298,239,1351,2011
0.7026,5.7068,12011630,5596539,239,1251,2003
0.7258,5.7031,8803900,2110911,239,1075,2011
0.7614,5.7022,5706271,79278,239,666,1995
0.781,5.6946,68962760,443739,239,872,2015
0.7152,5.6876,5542131,14087,239,1332,1997
0.6852,5.6869,1022081920,5989487,239,1351,2006
0.6311,5.6796,699150720,162652592,239,1334,2010
0.7481,5.6786,899982656,20142504,239,1855,2004
0.7133,5.6761,10452649,6848103,239,1139,2009
0.8511,5.6759,778793,26933,239,1390,1995
0.6839,5.6683,2165628,53118,239,1798,2013
0.7043,5.6658,4474201,1345634,239,769,2007
0.6559,5.6636,7018389,11365,239,1343,2001
0.7074,5.6599,13718637,17429,239,1336,1995
0.6911,5.6584,6852114,34112,239,1332,1999
0.7243,5.6435,20788536,2560406,239,1362,2005
0.6704,5.6431,9450084,3355809,239,1251,2002
0.7556,5.642,12993069,320693,239,1395,2006
0.6919,5.6416,64413032,11244564,239,1132,2013
0.581,5.6402,938685888,182770656,239,1120,2016
0.6748,5.6345,529660608,1550632,239,1350,2004
0.719,5.625,9148634,1134345,239,708,2005
0.624,5.6202,148942880,18040678,239,1688,2011
0.7021,5.6201,19056930,350179,239,1343,2009
0.7242,5.619,21408080,4724606,239,1517,2010
0.7136,5.6171,351645472,6598381,239,1149,2003
0.742,5.6168,982916,32315,239,1384,1998
0.7923,5.6102,11641128,192868,239,827,1999
0.6375,5.607,17242576,1564444,239,1183,2008
0.7458,5.6062,752394368,13563719,239,873,2015
0.6551,5.6037,209395808,10851344,239,1385,2013
0.7236,5.6015,1377405,380208,239,1589,1996
0.7377,5.6008,69616336,11968492,239,1423,2013
0.6567,5.6004,23137544,881441,239,1397,2011
0.7168,5.5896,6637200,74656,239,1375,2001
0.7106,5.5881,79807720,797654,239,1367,2007
0.714,5.5866,59029920,26550448,239,1285,2003
0.733,5.5842,929528,15225,239,1384,1997
0.7196,5.5835,11155831,3388273,239,763,1998
0.6779,5.5822,11228452,358400,239,769,2014
0.6959,5.5821,617583040,3271474,239,1350,2005
0.6545,5.582,12624641,147091,239,1332,2001
0.738,5.5732,11870133,2956340,239,655,2005
0.7196,5.5708,12621239,2058208,239,1369,1999
0.7934,5.5701,9474782,1506272,239,1037,1996
0.7061,5.5682,778378176,15970553,239,1358,2015
0.7776,5.5667,2106310,3640096,239,1318,2002
0.8043,5.5632,2378907,5252,239,1395,1998
0.7482,5.562,2160634,2680820,239,864,2009
0.7332,5.5586,3552392192,214581600,239,1855,2013
0.6579,5.5555,1942692608,45945672,239,1350,2013
0.7653,5.5535,2682226,49014,239,655,1996
0.7117,5.5518,34864256,14459276,239,776,2010
0.7348,5.5501,9492366,2404529,239,655,2004
0.7314,5.5491,19756768,1399564,239,754,2004
0.7547,5.5434,318705,28340,239,812,2000
0.7594,5.5376,8638977,3312050,239,666,1997
0.7261,5.5319,34061464,850503,239,681,2009
0.665,5.519,19654966,4690525,239,1397,2010
0.7374,5.5139,174449600,15771490,239,1429,2016
0.7256,5.5136,26246264,4746917,239,1370,2003
0.6707,5.5093,11822647,57938,239,890,2004
0.8072,5.5073,5436422,2147,239,817,1998
0.7284,5.4962,15368709,536391,239,1375,2006
0.7604,5.4944,1160906,2244013,239,1387,2002
0.7982,5.4919,7604200,983596,239,1572,2002
0.7537,5.4889,16041606,3683311,239,655,2007
0.8061,5.472,7884621,1060375,239,1408,2008
0.748,5.4652,2539058,1162193,239,767,1997
0.6401,5.4652,1853830528,269750528,239,1340,2012
0.6637,5.4637,34286932,2049929,239,1176,2012
0.7345,5.4616,32627468,1636300,239,1357,1999
0.6526,5.4583,505533024,4743931,239,1340,2003
0.7161,5.4557,86520112,1121700,239,681,2013
0.6884,5.4527,2340060,1514281,239,1867,2006
0.8525,5.4505,52459992,59551108,239,990,1997
0.6902,5.4499,509678496,79847664,239,1337,2016
0.7863,5.4491,214142400,1768919,239,1049,2016
0.7865,5.444,1524083,722657,239,1174,1997
0.7196,5.4418,14973038,11506804,239,1573,1998
0.6309,5.4393,449704,523993,239,1382,2007
0.6984,5.4371,287349984,4988679,239,1149,2002
0.6148,5.4339,59349104,847912,239,1335,2002
0.6551,5.4332,1996104064,14784752,239,1351,2012
0.7337,5.4296,7704230,2763282,239,1251,2000
0.724,5.4288,125269120,118659368,239,1300,2016
0.7413,5.4258,23342812,327964,239,872,2010
0.7939,5.4239,261531936,46224600,239,751,2016
0.7693,5.4229,15925503,15147445,239,1147,2016
0.7553,5.4205,18425692,5757107,239,922,2010
0.828,5.4166,983962,239553,239,1390,1997
0.746,5.4126,4151969792,193044624,239,1855,2014
0.7711,5.4115,6357081,1662352,239,1132,2000
0.8028,5.3988,1551020,36738,239,820,1998
0.6943,5.3924,10662203,215889,239,1354,1998
0.718,5.3894,74656688,995816,239,1343,2016
0.6766,5.3882,99878984,851829,239,1354,2016
0.6559,5.3779,1364254080,726818816,239,1721,2013
0.7406,5.3715,6349104,112348,239,681,2001
0.7347,5.3698,21909228,1119262,239,727,1997
0.7082,5.3669,105620448,633555,239,669,2001
0.8206,5.364,1634967,4656057,239,1318,2000
0.7009,5.3615,4612171,2585566,239,769,2005
0.6937,5.3615,19596124,4232317,239,1370,2002
0.8122,5.3611,23424244,3379878,239,1856,1997
0.7341,5.3575,40437064,13578400,239,1879,2008
0.8134,5.3566,20084764,2621277,239,1780,2015
0.7093,5.354,404542656,7056676,239,1149,2004
0.744,5.3377,2922937,1096356,239,767,1999
0.7272,5.3359,9338208,67336,239,1333,1995
0.6337,5.3339,37901016,761057,239,1354,2009
0.6994,5.3335,68353872,9923614,239,1132,2014
0.7113,5.3318,4185548,1460334,239,734,2004
0.7023,5.3293,2211215,483195,239,1265,2000
0.6651,5.3277,5335503,708423,239,1867,2013
0.6808,5.3246,7715805,837753,239,764,2001
0.8852,5.3208,137752048,24135380,239,1740,2000
0.6568,5.3197,208699264,12778704,239,727,2011
0.7171,5.3191,27649340,28860432,239,1318,2014
0.748,5.3178,14123668,6178902,239,1879,2002
0.6807,5.3168,9065154,296515,239,769,2013
0.7375,5.314,44878148,219881,239,815,2009
0.7325,5.2992,2643589120,348740800,239,1724,2015
0.647,5.2908,2195004928,507100032,239,1340,2013
0.788,5.2898,182826608,2290197,239,1049,2015
0.7493,5.289,13179888,5563298,239,1835,2004
0.6624,5.2817,2335008256,457061216,239,1351,2013
0.7441,5.2814,1477488,33602,239,861,1999
0.7169,5.2802,15517367,489919,239,666,2003
0.7099,5.2794,148594896,218395952,239,1380,2009
0.742,5.2775,187776576,28494330,239,721,2009
0.7168,5.2757,23849362,58289048,239,1143,2008
0.7786,5.2727,2433379,61298,239,688,2000
0.8235,5.2706,21957744,3896035,239,1780,2016
0.71,5.2691,106607840,6770796,239,1211,2008
0.6188,5.2684,883548864,508496736,239,1334,2011
0.7101,5.2666,12293836,1940305,239,708,2007
0.6897,5.2627,390307840,624796608,239,1380,2014
0.6189,5.2587,9696,77492,239,877,2003
0.8445,5.2546,2186324,490461,239,1805,1997
0.6206,5.2518,38144032,663426,239,1354,2010
0.7378,5.248,6425841,1558521,239,1132,2001
0.6656,5.2474,2337718528,110404128,239,1350,2014
0.822,5.2453,2954218,920808,239,1213,2001
0.6081,5.2413,5165129,429178,239,683,2012
0.7768,5.2385,10562068,0,239,894,2000
0.8165,5.2374,2614132,407536,239,1148,1997
0.7405,5.2331,75633672,4629651,239,811,2005
0.7173,5.2205,33156940,3220167,239,1590,2012
0.8443,5.2164,45379372,9944378,239,1124,2003
0.7531,5.2154,34237344,924992,239,1049,2005
0.6316,5.2117,58755868,1380570,239,1355,2010
0.6859,5.2084,323154784,414499424,239,1380,2013
0.8086,5.2014,3573650,578755,239,1408,2005
0.745,5.1956,54648440,50746,239,1395,2015
0.7192,5.1954,5638994,199329,239,1354,1995
0.6914,5.1927,9308245,338805,239,1354,1997
0.6866,5.1902,822202432,2276442,239,1351,2005
0.7096,5.1846,48226380,66311240,239,1143,2013
0.7536,5.1839,86940400,30151968,239,1426,2014
0.7041,5.1832,184683808,3030620,239,1367,2013
0.6778,5.1752,297940672,24758432,239,1369,2015
0.7166,5.1738,277622560,47401080,239,721,2011
0.8003,5.1639,1673715,1444466,239,1318,2001
0.6377,5.1551,95262792,4131614,239,1334,2002
0.715,5.1517,9457048,877669,239,708,2006
0.8469,5.1514,49123632,30983664,239,990,1998
0.6954,5.1508,342706592,3647106,239,1336,2016
0.6753,5.1508,561216704,7630222,239,1351,2003
0.812,5.1486,8985085,2269701,239,1836,1999
0.792,5.1437,7682590,1103565,239,1408,2010
0.7126,5.1406,40068848,13612118,239,1879,2009
0.6548,5.1399,41713804,617182,239,1335,1999
0.6559,5.1378,347954208,4217550,239,1350,2002
0.7752,5.1338,993709312,0,239,910,1995
0.6884,5.1329,66430000,18082882,239,1286,2013
0.6278,5.1323,58160104,456224,239,1354,2013
0.6407,5.132,27548118,782124,239,1354,2005
0.7255,5.13,473149088,8544507,239,1149,2005
0.746,5.1271,159721488,12312474,239,721,2008
0.7111,5.1258,31441132,4015931,239,1370,2004
0.6831,5.1217,317432320,26858010,239,1369,2016
0.8201,5.1186,4631109,4871212,239,1316,1995
0.8401,5.1171,8988195,1952698,239,751,1999
0.8396,5.1079,5673142,793096,239,1133,1999
0.7066,5.1001,785251392,26933172,239,1358,2016
0.8061,5.0957,500591,135829,239,1162,2002
0.6251,5.0906,14222399,1251317,239,1183,2009
0.8128,5.09,7984214,3602,239,894,1998
0.7268,5.0888,230848720,3227706,239,1149,2000
0.7018,5.0878,10912647,451791,239,1177,1999
0.6949,5.0875,6411122688,1077873536,239,1728,2011
0.7987,5.0868,6833907,1079012,239,1408,2009
0.693,5.0862,329301568,48949752,239,873,2011
0.7395,5.0843,77278968,20800932,239,1423,2014
0.7333,5.0822,2783171,2496,239,682,2001
0.6752,5.0747,2192034816,143370944,239,1334,2016
0.7479,5.0735,4189321,14960096,239,1296,2004
0.6695,5.0653,12717795,207473,239,1354,1999
0.773,5.0644,23817288,596462,239,1148,2008
0.8164,5.0631,4308110,737599,239,1408,2006
0.7409,5.0608,54339252,957135,239,1366,1998
0.8083,5.0546,9044460,5909201,239,1879,1999
0.7616,5.048,205796800,53113856,239,1124,2010
0.6984,5.0443,241961680,3618006,239,1149,2001
0.6186,5.0392,52271936,480712,239,1354,2012
0.7237,5.0364,316020864,121339200,239,1285,2015
0.7744,5.036,20888288,913833,239,1166,1997
0.62,5.0344,22740318,206520,239,1354,2004
0.6297,5.0314,235530352,18278170,239,1385,2014
0.6876,5.0202,99676016,5979668,239,1342,2009
0.681,5.0127,85520000,7735047,239,1359,2002
0.714,5.0119,3244750,80722,239,861,2003
0.8139,5.0086,5274805,9316122,239,1316,1996
0.8107,5.0025,4956179,10969,239,817,1997
0.6476,5.0025,32000396,91207,239,1356,2004
0.6907,4.998,114472800,24399740,239,1688,2010
0.7249,4.9975,2082049,184842,239,688,2001
0.6578,4.9952,2506710272,411176832,239,1340,2014
0.6525,4.9819,30089200,150845,239,1354,2007
0.658,4.9812,37386528,418240,239,1343,2012
0.6936,4.9792,23364872,23138224,239,1333,1997
0.6837,4.9751,13342512,2811899,239,734,2010
0.6932,4.9709,24336350,1775009,239,1783,2010
0.7458,4.9693,83430728,492989,239,669,2000
0.6791,4.9683,5197262,124428,239,734,2002
0.6772,4.9608,40025832,1558041,239,1344,2003
0.6469,4.9598,185700464,8021232,239,1379,2011
0.7215,4.9555,83428624,2300258,239,667,2002
0.7185,4.9554,42474128,86839264,239,1143,2012
0.6947,4.9518,6436972,1369793,239,749,2009
0.6837,4.9505,145631488,2915218,239,1368,2012
0.7856,4.9484,534755,5568,239,1343,1995
0.6459,4.9482,518967168,3952751,239,1340,2004
0.7946,4.9464,6282666,9041427,239,934,2002
0.73,4.9449,53869876,136515,239,1395,2016
0.7794,4.9445,411899,9850,239,1228,1996
0.6597,4.9435,35356032,3457314,239,1590,2011
0.6978,4.9383,1655163648,2687199744,239,671,2016
0.7278,4.9362,4270656,94254,239,890,2000
0.6807,4.9305,901388224,8254470,239,1352,2015
0.7114,4.9302,437646016,791647744,239,1380,2015
0.7215,4.9284,6717626,78917,239,1354,1996
0.6347,4.9266,63556220,1315952,239,1355,2011
0.7527,4.9249,3228992,2574193,239,1427,2002
0.7263,4.9118,6429386,5474359,239,1506,2010
0.7589,4.9099,16165601,836119,239,827,2001
0.67,4.9065,643079872,1871435,239,1351,2004
0.6912,4.9041,50556112,239016,239,1357,2002
0.6446,4.9023,12847618,2624955,239,1183,2010
0.716,4.9011,197782992,32660760,239,721,2010
0.7395,4.8986,68916736,2348529,239,855,2013
0.7011,4.8976,4609305,9299,239,682,2006
0.7558,4.8888,195490,0,239,771,1995
0.724,4.8858,9113527,3655292,239,1369,1997
0.793,4.8839,1459435,115046,239,1229,1997
0.6992,4.883,2946250,53620,239,861,2002
0.6754,4.8825,1991117312,1050150720,239,1334,2015
